item,token,tag,patent,partition,trainingTest
3147,Bluetooth,B-COMUNICAÇÃO,28,3,training
3148,",",O,28,3,training
3149,GPS,B-COMUNICAÇÃO,28,3,training
3150,",",O,28,3,training
3151,and,O,28,3,training
3152,laser,B-COMUNICAÇÃO,28,3,training
3153,positioning,I-COMUNICAÇÃO,28,3,training
3154,.,O,28,3,training
3155,The,O,28,3,training
3156,method,O,28,3,training
3157,relies,O,28,3,training
3158,on,O,28,3,training
3159,unique,O,28,3,training
3160,features,O,28,3,training
3161,of,O,28,3,training
3162,NFC,B-COMUNICAÇÃO,28,3,training
3163,using,O,28,3,training
3164,inductively,O,28,3,training
3165,coupled,O,28,3,training
3166,devices,O,28,3,training
3167,to,O,28,3,training
3168,solve,B-FUNCIONALIDADE,28,3,training
3169,an,I-FUNCIONALIDADE,28,3,training
3170,optimization,I-FUNCIONALIDADE,28,3,training
3171,problem,I-FUNCIONALIDADE,28,3,training
3172,yielding,O,28,3,training
3173,the,O,28,3,training
3174,closest,O,28,3,training
3175,distance,O,28,3,training
3176,of,O,28,3,training
3177,approach,O,28,3,training
3178,of,O,28,3,training
3179,two,O,28,3,training
3180,NFC,B-HARDWARE,28,3,training
3181,devices,I-HARDWARE,28,3,training
3182,and,O,28,3,training
3183,can,O,28,3,training
3184,be,O,28,3,training
3185,adapted,O,28,3,training
3186,to,O,28,3,training
3187,handle,O,28,3,training
3188,multiple,O,28,3,training
3189,pairs,O,28,3,training
3190,of,O,28,3,training
3191,devices,O,28,3,training
3192,simultaneously,O,28,3,training
3193,.,O,28,3,training
3194,Location,O,28,3,training
3195,data,O,28,3,training
3196,is,O,28,3,training
3197,only,O,28,3,training
3198,required,O,28,3,training
3199,and,O,28,3,training
3200,generated,O,28,3,training
3201,in,O,28,3,training
3202,a,O,28,3,training
3203,local,B-SOFTWARE,28,3,training
3204,coordinate,I-SOFTWARE,28,3,training
3205,system,I-SOFTWARE,28,3,training
3206,(,O,28,3,training
3207,independent,O,28,3,training
3208,of,O,28,3,training
3209,absolute,O,28,3,training
3210,locations,O,28,3,training
3211,),O,28,3,training
3212,which,O,28,3,training
3213,helps,O,28,3,training
3214,to,O,28,3,training
3215,preserve,O,28,3,training
3216,privacy,O,28,3,training
3217,.,O,28,3,training
3218,An,O,28,3,training
3219,individual,O,28,3,training
3220,device,O,28,3,training
3221,that,O,28,3,training
3222,determines,B-FUNCIONALIDADE,28,3,training
3223,the,I-FUNCIONALIDADE,28,3,training
3224,presence,I-FUNCIONALIDADE,28,3,training
3225,of,I-FUNCIONALIDADE,28,3,training
3226,another,I-FUNCIONALIDADE,28,3,training
3227,device,I-FUNCIONALIDADE,28,3,training
3228,within,O,28,3,training
3229,a,O,28,3,training
3230,prescribed,O,28,3,training
3231,distance,O,28,3,training
3232,(,O,28,3,training
3233,e,O,28,3,training
3234,.,O,28,3,training
3235,g,O,28,3,training
3236,.,O,28,3,training
3237,",",O,28,3,training
3238,2,O,28,3,training
3239,meters,O,28,3,training
3240,or,O,28,3,training
3241,6,O,28,3,training
3242,feet,O,28,3,training
3243,),O,28,3,training
3244,stores,B-FUNCIONALIDADE,28,3,training
3245,a,I-FUNCIONALIDADE,28,3,training
3246,unique,I-FUNCIONALIDADE,28,3,training
3247,identifier,I-FUNCIONALIDADE,28,3,training
3248,of,O,28,3,training
3249,the,O,28,3,training
3250,other,O,28,3,training
3251,device,O,28,3,training
3252,along,O,28,3,training
3253,with,O,28,3,training
3254,a,O,28,3,training
3255,timestamp,O,28,3,training
3256,in,O,28,3,training
3257,its,O,28,3,training
3258,memory,B-HARDWARE,28,3,training
3259,in,O,28,3,training
3260,encrypted,O,28,3,training
3261,form,O,28,3,training
3262,and,O,28,3,training
3263,separately,O,28,3,training
3264,uploads,O,28,3,training
3265,this,O,28,3,training
3266,same,O,28,3,training
3267,information,O,28,3,training
3268,securely,O,28,3,training
3269,to,O,28,3,training
3270,a,O,28,3,training
3271,central,B-SOFTWARE,28,3,training
3272,database,I-SOFTWARE,28,3,training
3273,.,O,28,3,training
3274,The,O,28,3,training
3275,methods,O,28,3,training
3276,disclosed,O,28,3,training
3277,can,O,28,3,training
3278,also,O,28,3,training
3279,be,O,28,3,training
3280,used,O,28,3,training
3281,for,O,28,3,training
3282,other,O,28,3,training
3283,applications,O,28,3,training
3284,such,O,28,3,training
3285,as,O,28,3,training
3286,gaming,O,28,3,training
3287,where,O,28,3,training
3288,keeping,O,28,3,training
3289,track,O,28,3,training
3290,of,O,28,3,training
3291,contacts,O,28,3,training
3292,between,O,28,3,training
3293,participants,B-PESSOA,28,3,training
3294,in,O,28,3,training
3295,a,O,28,3,training
3296,local,B-SOFTWARE,28,3,training
3297,coordinate,I-SOFTWARE,28,3,training
3298,system,I-SOFTWARE,28,3,training
3299,",",O,28,3,training
3300,while,O,28,3,training
3301,maintaining,O,28,3,training
3302,privacy,O,28,3,training
3303,",",O,28,3,training
3304,is,O,28,3,training
3305,useful,O,28,3,training
3306,.,O,28,3,training
3307,This,O,29,3,training
3308,disclosure,O,29,3,training
3309,relates,O,29,3,training
3310,generally,O,29,3,training
3311,to,O,29,3,training
3312,method,O,29,3,training
3313,and,O,29,3,training
3314,system,O,29,3,training
3315,for,O,29,3,training
3316,detecting,B-FUNCIONALIDADE,29,3,training
3317,on,I-FUNCIONALIDADE,29,3,training
3318,-,I-FUNCIONALIDADE,29,3,training
3319,street,I-FUNCIONALIDADE,29,3,training
3320,parking,I-FUNCIONALIDADE,29,3,training
3321,violations,I-FUNCIONALIDADE,29,3,training
3322,.,O,29,3,training
3323,The,O,29,3,training
3324,method,O,29,3,training
3325,include,O,29,3,training
3326,capturing,O,29,3,training
3327,",",O,29,3,training
3328,by,O,29,3,training
3329,using,O,29,3,training
3330,an,O,29,3,training
3331,media,B-HARDWARE,29,3,training
3332,capturing,I-HARDWARE,29,3,training
3333,device,I-HARDWARE,29,3,training
3334,embodied,O,29,3,training
3335,in,O,29,3,training
3336,an,O,29,3,training
3337,electronic,B-HARDWARE,29,3,training
3338,device,I-HARDWARE,29,3,training
3339,mounted,O,29,3,training
3340,in,O,29,3,training
3341,a,O,29,3,training
3342,vehicle,O,29,3,training
3343,",",O,29,3,training
3344,a,O,29,3,training
3345,video,O,29,3,training
3346,stream,O,29,3,training
3347,of,O,29,3,training
3348,a,O,29,3,training
3349,scene,O,29,3,training
3350,during,O,29,3,training
3351,a,O,29,3,training
3352,trip,O,29,3,training
3353,of,O,29,3,training
3354,the,O,29,3,training
3355,vehicle,O,29,3,training
3356,.,O,29,3,training
3357,The,O,29,3,training
3358,video,O,29,3,training
3359,stream,O,29,3,training
3360,is,O,29,3,training
3361,processed,O,29,3,training
3362,at,O,29,3,training
3363,the,O,29,3,training
3364,electronic,B-HARDWARE,29,3,training
3365,device,I-HARDWARE,29,3,training
3366,to,O,29,3,training
3367,identify,B-FUNCIONALIDADE,29,3,training
3368,target,I-FUNCIONALIDADE,29,3,training
3369,objects,I-FUNCIONALIDADE,29,3,training
3370,such,O,29,3,training
3371,as,O,29,3,training
3372,no,O,29,3,training
3373,-,O,29,3,training
3374,parking,O,29,3,training
3375,signage,O,29,3,training
3376,and,O,29,3,training
3377,vehicles,O,29,3,training
3378,parked,O,29,3,training
3379,in,O,29,3,training
3380,the,O,29,3,training
3381,vicinity,O,29,3,training
3382,thereof,O,29,3,training
3383,.,O,29,3,training
3384,A,O,29,3,training
3385,meta,O,29,3,training
3386,-,O,29,3,training
3387,information,O,29,3,training
3388,associated,O,29,3,training
3389,with,O,29,3,training
3390,the,O,29,3,training
3391,target,O,29,3,training
3392,objects,O,29,3,training
3393,is,O,29,3,training
3394,stored,O,29,3,training
3395,in,O,29,3,training
3396,form,O,29,3,training
3397,of,O,29,3,training
3398,a,O,29,3,training
3399,short,O,29,3,training
3400,-,O,29,3,training
3401,term,O,29,3,training
3402,historian,O,29,3,training
3403,in,O,29,3,training
3404,a,O,29,3,training
3405,repository,O,29,3,training
3406,associated,O,29,3,training
3407,with,O,29,3,training
3408,the,O,29,3,training
3409,electronic,B-HARDWARE,29,3,training
3410,device,I-HARDWARE,29,3,training
3411,.,O,29,3,training
3412,The,O,29,3,training
3413,absolute,O,29,3,training
3414,locations,O,29,3,training
3415,of,O,29,3,training
3416,the,O,29,3,training
3417,target,O,29,3,training
3418,objects,O,29,3,training
3419,are,O,29,3,training
3420,determined,O,29,3,training
3421,and,O,29,3,training
3422,the,O,29,3,training
3423,historian,O,29,3,training
3424,is,O,29,3,training
3425,updated,O,29,3,training
3426,with,O,29,3,training
3427,the,O,29,3,training
3428,values,O,29,3,training
3429,of,O,29,3,training
3430,the,O,29,3,training
3431,absolute,O,29,3,training
3432,locations,O,29,3,training
3433,.,O,29,3,training
3434,A,O,29,3,training
3435,set,O,29,3,training
3436,of,O,29,3,training
3437,unique,O,29,3,training
3438,target,O,29,3,training
3439,objects,O,29,3,training
3440,is,O,29,3,training
3441,determined,O,29,3,training
3442,from,O,29,3,training
3443,amongst,O,29,3,training
3444,the,O,29,3,training
3445,target,O,29,3,training
3446,objects,O,29,3,training
3447,and,O,29,3,training
3448,a,O,29,3,training
3449,meta,O,29,3,training
3450,-,O,29,3,training
3451,information,O,29,3,training
3452,associated,O,29,3,training
3453,with,O,29,3,training
3454,the,O,29,3,training
3455,unique,O,29,3,training
3456,objects,O,29,3,training
3457,is,O,29,3,training
3458,sent,O,29,3,training
3459,to,O,29,3,training
3460,a,O,29,3,training
3461,cloud,B-SOFTWARE,29,3,training
3462,server,I-SOFTWARE,29,3,training
3463,for,O,29,3,training
3464,determining,B-FUNCIONALIDADE,29,3,training
3465,parking,I-FUNCIONALIDADE,29,3,training
3466,violations,I-FUNCIONALIDADE,29,3,training
3467,.,O,29,3,training
3468,Provided,O,30,3,training
3469,is,O,30,3,training
3470,a,O,30,3,training
3471,method,O,30,3,training
3472,of,O,30,3,training
3473,automatically,O,30,3,training
3474,combining,B-FUNCIONALIDADE,30,3,training
3475,a,I-FUNCIONALIDADE,30,3,training
3476,farm,I-FUNCIONALIDADE,30,3,training
3477,vehicle,I-FUNCIONALIDADE,30,3,training
3478,with,I-FUNCIONALIDADE,30,3,training
3479,a,I-FUNCIONALIDADE,30,3,training
3480,work,I-FUNCIONALIDADE,30,3,training
3481,machine,I-FUNCIONALIDADE,30,3,training
3482,including,O,30,3,training
3483,confirming,B-FUNCIONALIDADE,30,3,training
3484,a,I-FUNCIONALIDADE,30,3,training
3485,current,I-FUNCIONALIDADE,30,3,training
3486,position,I-FUNCIONALIDADE,30,3,training
3487,of,O,30,3,training
3488,the,O,30,3,training
3489,work,O,30,3,training
3490,machine,O,30,3,training
3491,",",O,30,3,training
3492,moving,B-FUNCIONALIDADE,30,3,training
3493,a,I-FUNCIONALIDADE,30,3,training
3494,farm,I-FUNCIONALIDADE,30,3,training
3495,vehicle,I-FUNCIONALIDADE,30,3,training
3496,into,O,30,3,training
3497,a,O,30,3,training
3498,range,O,30,3,training
3499,having,O,30,3,training
3500,a,O,30,3,training
3501,predetermined,O,30,3,training
3502,radius,O,30,3,training
3503,around,O,30,3,training
3504,the,O,30,3,training
3505,current,O,30,3,training
3506,position,O,30,3,training
3507,",",O,30,3,training
3508,and,O,30,3,training
3509,controlling,B-FUNCIONALIDADE,30,3,training
3510,the,I-FUNCIONALIDADE,30,3,training
3511,farm,I-FUNCIONALIDADE,30,3,training
3512,vehicle,I-FUNCIONALIDADE,30,3,training
3513,",",O,30,3,training
3514,on,O,30,3,training
3515,the,O,30,3,training
3516,basis,O,30,3,training
3517,of,O,30,3,training
3518,a,O,30,3,training
3519,current,O,30,3,training
3520,position,O,30,3,training
3521,and,O,30,3,training
3522,direction,O,30,3,training
3523,of,O,30,3,training
3524,a,O,30,3,training
3525,first,O,30,3,training
3526,coupling,O,30,3,training
3527,unit,O,30,3,training
3528,included,O,30,3,training
3529,in,O,30,3,training
3530,the,O,30,3,training
3531,work,O,30,3,training
3532,machine,O,30,3,training
3533,",",O,30,3,training
3534,so,O,30,3,training
3535,that,O,30,3,training
3536,the,O,30,3,training
3537,first,O,30,3,training
3538,coupling,O,30,3,training
3539,unit,O,30,3,training
3540,and,O,30,3,training
3541,a,O,30,3,training
3542,second,O,30,3,training
3543,coupling,O,30,3,training
3544,unit,O,30,3,training
3545,included,O,30,3,training
3546,in,O,30,3,training
3547,the,O,30,3,training
3548,farm,O,30,3,training
3549,vehicle,O,30,3,training
3550,are,O,30,3,training
3551,coupled,O,30,3,training
3552,to,O,30,3,training
3553,each,O,30,3,training
3554,other,O,30,3,training
3555,.,O,30,3,training
3556,A,O,31,3,training
3557,method,O,31,3,training
3558,of,O,31,3,training
3559,operating,O,31,3,training
3560,an,O,31,3,training
3561,apparatus,O,31,3,training
3562,for,O,31,3,training
3563,predicting,O,31,3,training
3564,and,O,31,3,training
3565,redistributing,B-FUNCIONALIDADE,31,3,training
3566,a,I-FUNCIONALIDADE,31,3,training
3567,personal,I-FUNCIONALIDADE,31,3,training
3568,mobility,I-FUNCIONALIDADE,31,3,training
3569,vehicle,I-FUNCIONALIDADE,31,3,training
3570,(,O,31,3,training
3571,PM,O,31,3,training
3572,vehicle,O,31,3,training
3573,),O,31,3,training
3574,demand,O,31,3,training
3575,for,O,31,3,training
3576,shared,O,31,3,training
3577,PM,O,31,3,training
3578,vehicles,O,31,3,training
3579,includes,O,31,3,training
3580,generating,B-FUNCIONALIDADE,31,3,training
3581,demand,I-FUNCIONALIDADE,31,3,training
3582,information,I-FUNCIONALIDADE,31,3,training
3583,for,O,31,3,training
3584,the,O,31,3,training
3585,PM,O,31,3,training
3586,vehicles,O,31,3,training
3587,for,O,31,3,training
3588,a,O,31,3,training
3589,plurality,O,31,3,training
3590,of,O,31,3,training
3591,areas,O,31,3,training
3592,according,O,31,3,training
3593,to,O,31,3,training
3594,time,O,31,3,training
3595,",",O,31,3,training
3596,generating,B-FUNCIONALIDADE,31,3,training
3597,current,I-FUNCIONALIDADE,31,3,training
3598,distribution,I-FUNCIONALIDADE,31,3,training
3599,information,I-FUNCIONALIDADE,31,3,training
3600,for,O,31,3,training
3601,the,O,31,3,training
3602,PM,O,31,3,training
3603,vehicles,O,31,3,training
3604,positioned,O,31,3,training
3605,in,O,31,3,training
3606,the,O,31,3,training
3607,plurality,O,31,3,training
3608,of,O,31,3,training
3609,areas,O,31,3,training
3610,",",O,31,3,training
3611,generating,B-FUNCIONALIDADE,31,3,training
3612,target,I-FUNCIONALIDADE,31,3,training
3613,distribution,I-FUNCIONALIDADE,31,3,training
3614,information,I-FUNCIONALIDADE,31,3,training
3615,based,O,31,3,training
3616,on,O,31,3,training
3617,the,O,31,3,training
3618,demand,O,31,3,training
3619,information,O,31,3,training
3620,and,O,31,3,training
3621,the,O,31,3,training
3622,current,O,31,3,training
3623,distribution,O,31,3,training
3624,information,O,31,3,training
3625,",",O,31,3,training
3626,and,O,31,3,training
3627,redistributing,B-FUNCIONALIDADE,31,3,training
3628,the,I-FUNCIONALIDADE,31,3,training
3629,PM,I-FUNCIONALIDADE,31,3,training
3630,vehicles,I-FUNCIONALIDADE,31,3,training
3631,according,O,31,3,training
3632,to,O,31,3,training
3633,the,O,31,3,training
3634,target,O,31,3,training
3635,distribution,O,31,3,training
3636,information,O,31,3,training
3637,.,O,31,3,training
3638,A,O,32,3,training
3639,system,O,32,3,training
3640,",",O,32,3,training
3641,apparatus,O,32,3,training
3642,and,O,32,3,training
3643,method,O,32,3,training
3644,of,O,32,3,training
3645,embedded,O,32,3,training
3646,ego,O,32,3,training
3647,vehicle,B-HARDWARE,32,3,training
3648,speed,I-HARDWARE,32,3,training
3649,estimation,I-HARDWARE,32,3,training
3650,apparatus,I-HARDWARE,32,3,training
3651,",",O,32,3,training
3652,including,O,32,3,training
3653,a,O,32,3,training
3654,car,B-HARDWARE,32,3,training
3655,-,I-HARDWARE,32,3,training
3656,mounted,I-HARDWARE,32,3,training
3657,monocular,I-HARDWARE,32,3,training
3658,camera,I-HARDWARE,32,3,training
3659,for,O,32,3,training
3660,capturing,B-FUNCIONALIDADE,32,3,training
3661,a,I-FUNCIONALIDADE,32,3,training
3662,sequence,I-FUNCIONALIDADE,32,3,training
3663,of,O,32,3,training
3664,video,O,32,3,training
3665,frames,O,32,3,training
3666,of,O,32,3,training
3667,an,O,32,3,training
3668,outdoor,O,32,3,training
3669,scene,O,32,3,training
3670,from,O,32,3,training
3671,a,O,32,3,training
3672,moving,O,32,3,training
3673,car,O,32,3,training
3674,",",O,32,3,training
3675,where,O,32,3,training
3676,the,O,32,3,training
3677,outdoor,O,32,3,training
3678,scene,O,32,3,training
3679,includes,O,32,3,training
3680,a,O,32,3,training
3681,road,O,32,3,training
3682,",",O,32,3,training
3683,as,O,32,3,training
3684,a,O,32,3,training
3685,camera,B-HARDWARE,32,3,training
3686,channel,I-HARDWARE,32,3,training
3687,",",O,32,3,training
3688,and,O,32,3,training
3689,processing,B-HARDWARE,32,3,training
3690,circuitry,I-HARDWARE,32,3,training
3691,.,O,32,3,training
3692,The,O,32,3,training
3693,processing,B-HARDWARE,32,3,training
3694,circuitry,I-HARDWARE,32,3,training
3695,is,O,32,3,training
3696,configured,O,32,3,training
3697,with,O,32,3,training
3698,a,O,32,3,training
3699,single,B-SOFTWARE,32,3,training
3700,-,I-SOFTWARE,32,3,training
3701,shot,I-SOFTWARE,32,3,training
3702,network,I-SOFTWARE,32,3,training
3703,and,O,32,3,training
3704,a,O,32,3,training
3705,3D,B-SOFTWARE,32,3,training
3706,convolutional,I-SOFTWARE,32,3,training
3707,neural,I-SOFTWARE,32,3,training
3708,network,I-SOFTWARE,32,3,training
3709,(,O,32,3,training
3710,3D,O,32,3,training
3711,-,O,32,3,training
3712,CNN,O,32,3,training
3713,),O,32,3,training
3714,",",O,32,3,training
3715,the,O,32,3,training
3716,single,O,32,3,training
3717,-,O,32,3,training
3718,shot,O,32,3,training
3719,network,O,32,3,training
3720,segments,O,32,3,training
3721,features,O,32,3,training
3722,of,O,32,3,training
3723,the,O,32,3,training
3724,road,O,32,3,training
3725,in,O,32,3,training
3726,the,O,32,3,training
3727,video,O,32,3,training
3728,frame,O,32,3,training
3729,sequence,O,32,3,training
3730,and,O,32,3,training
3731,generates,B-FUNCIONALIDADE,32,3,training
3732,a,I-FUNCIONALIDADE,32,3,training
3733,masked,I-FUNCIONALIDADE,32,3,training
3734,-,I-FUNCIONALIDADE,32,3,training
3735,attention,I-FUNCIONALIDADE,32,3,training
