item,token,tag,sentence,start,end,document,partition,trainingTest
3461,implementation,O,114,231,245,30,2,training
3462,is,O,114,246,248,30,2,training
3463,:,O,114,248,249,30,2,training
3464,when,O,114,250,254,30,2,training
3465,matching,O,114,255,263,30,2,training
3466,a,O,114,264,265,30,2,training
3467,high,O,114,266,270,30,2,training
3468,-,O,114,270,271,30,2,training
3469,precision,O,114,271,280,30,2,training
3470,map,O,114,281,284,30,2,training
3471,with,O,114,285,289,30,2,training
3472,a,O,114,290,291,30,2,training
3473,standard,O,114,292,300,30,2,training
3474,-,O,114,300,301,30,2,training
3475,precision,O,114,301,310,30,2,training
3476,map,O,114,311,314,30,2,training
3477,",",O,114,314,315,30,2,training
3478,firstly,O,114,316,323,30,2,training
3479,acquire,O,114,324,331,30,2,training
3480,road,O,114,332,336,30,2,training
3481,network,O,114,337,344,30,2,training
3482,data,O,114,345,349,30,2,training
3483,corresponding,O,114,350,363,30,2,training
3484,to,O,114,364,366,30,2,training
3485,the,O,114,367,370,30,2,training
3486,high,O,114,371,375,30,2,training
3487,-,O,114,375,376,30,2,training
3488,precision,O,114,376,385,30,2,training
3489,map,O,114,386,389,30,2,training
3490,and,O,114,390,393,30,2,training
3491,the,O,114,394,397,30,2,training
3492,standard,O,114,398,406,30,2,training
3493,-,O,114,406,407,30,2,training
3494,precision,O,114,407,416,30,2,training
3495,map,O,114,417,420,30,2,training
3496,to,O,114,421,423,30,2,training
3497,be,O,114,424,426,30,2,training
3498,matched,O,114,427,434,30,2,training
3499,;,O,114,434,435,30,2,training
3500,and,O,114,436,439,30,2,training
3501,construct,B-FUNCIONALIDADE,114,440,449,30,2,training
3502,a,I-FUNCIONALIDADE,114,450,451,30,2,training
3503,first,I-FUNCIONALIDADE,114,452,457,30,2,training
3504,graph,I-FUNCIONALIDADE,114,458,463,30,2,training
3505,network,I-FUNCIONALIDADE,114,464,471,30,2,training
3506,based,O,114,472,477,30,2,training
3507,on,O,114,478,480,30,2,training
3508,the,O,114,481,484,30,2,training
3509,road,O,114,485,489,30,2,training
3510,network,O,114,490,497,30,2,training
3511,data,O,114,498,502,30,2,training
3512,corresponding,O,114,503,516,30,2,training
3513,to,O,114,517,519,30,2,training
3514,the,O,114,520,523,30,2,training
3515,high,O,114,524,528,30,2,training
3516,-,O,114,528,529,30,2,training
3517,precision,O,114,529,538,30,2,training
3518,map,O,114,539,542,30,2,training
3519,",",O,114,542,543,30,2,training
3520,and,O,114,544,547,30,2,training
3521,construct,B-FUNCIONALIDADE,114,548,557,30,2,training
3522,a,I-FUNCIONALIDADE,114,558,559,30,2,training
3523,second,I-FUNCIONALIDADE,114,560,566,30,2,training
3524,graph,I-FUNCIONALIDADE,114,567,572,30,2,training
3525,network,I-FUNCIONALIDADE,114,573,580,30,2,training
3526,based,I-FUNCIONALIDADE,114,581,586,30,2,training
3527,on,O,114,587,589,30,2,training
3528,the,O,114,590,593,30,2,training
3529,road,O,114,594,598,30,2,training
3530,network,O,114,599,606,30,2,training
3531,data,O,114,607,611,30,2,training
3532,corresponding,O,114,612,625,30,2,training
3533,to,O,114,626,628,30,2,training
3534,the,O,114,629,632,30,2,training
3535,standard,O,114,633,641,30,2,training
3536,-,O,114,641,642,30,2,training
3537,precision,O,114,642,651,30,2,training
3538,map,O,114,652,655,30,2,training
3539,",",O,114,655,656,30,2,training
3540,then,O,114,657,661,30,2,training
3541,determine,B-FUNCIONALIDADE,114,662,671,30,2,training
3542,a,I-FUNCIONALIDADE,114,672,673,30,2,training
3543,matching,I-FUNCIONALIDADE,114,674,682,30,2,training
3544,result,I-FUNCIONALIDADE,114,683,689,30,2,training
3545,between,O,114,690,697,30,2,training
3546,the,O,114,698,701,30,2,training
3547,high,O,114,702,706,30,2,training
3548,-,O,114,706,707,30,2,training
3549,precision,O,114,707,716,30,2,training
3550,map,O,114,717,720,30,2,training
3551,and,O,114,721,724,30,2,training
3552,the,O,114,725,728,30,2,training
3553,standard,O,114,729,737,30,2,training
3554,-,O,114,737,738,30,2,training
3555,precision,O,114,738,747,30,2,training
3556,map,O,114,748,751,30,2,training
3557,based,O,114,752,757,30,2,training
3558,on,O,114,758,760,30,2,training
3559,the,O,114,761,764,30,2,training
3560,first,O,114,765,770,30,2,training
3561,graph,O,114,771,776,30,2,training
3562,network,O,114,777,784,30,2,training
3563,and,O,114,785,788,30,2,training
3564,the,O,114,789,792,30,2,training
3565,second,O,114,793,799,30,2,training
3566,graph,O,114,800,805,30,2,training
3567,network,O,114,806,813,30,2,training
3568,.,O,114,813,814,30,2,training
3569,By,O,115,0,2,30,2,training
3570,the,O,115,3,6,30,2,training
3571,method,O,115,7,13,30,2,training
3572,using,O,115,14,19,30,2,training
3573,the,O,115,20,23,30,2,training
3574,graph,O,115,24,29,30,2,training
3575,network,O,115,30,37,30,2,training
3576,",",O,115,37,38,30,2,training
3577,the,O,115,39,42,30,2,training
3578,matching,O,115,43,51,30,2,training
3579,of,O,115,52,54,30,2,training
3580,the,O,115,55,58,30,2,training
3581,high,O,115,59,63,30,2,training
3582,-,O,115,63,64,30,2,training
3583,precision,O,115,64,73,30,2,training
3584,map,O,115,74,77,30,2,training
3585,with,O,115,78,82,30,2,training
3586,the,O,115,83,86,30,2,training
3587,standard,O,115,87,95,30,2,training
3588,-,O,115,95,96,30,2,training
3589,precision,O,115,96,105,30,2,training
3590,map,B-SOFTWARE,115,106,109,30,2,training
3591,can,I-SOFTWARE,115,110,113,30,2,training
3592,be,I-SOFTWARE,115,114,116,30,2,training
3593,accurately,O,115,117,127,30,2,training
3594,realized,O,115,128,136,30,2,training
3595,",",O,115,136,137,30,2,training
3596,thereby,O,115,138,145,30,2,training
3597,effectively,O,115,146,157,30,2,training
3598,improving,O,115,158,167,30,2,training
3599,accuracy,O,115,168,176,30,2,training
3600,of,B-COMUNICAÇÃO,115,177,179,30,2,training
3601,the,I-COMUNICAÇÃO,115,180,183,30,2,training
3602,matching,I-COMUNICAÇÃO,115,184,192,30,2,training
3603,result,O,115,193,199,30,2,training
3604,.,O,115,199,200,30,2,training
3605,1_19_A,O,117,0,6,31,8,test
3606,vehicle,O,117,7,14,31,8,test
3607,power,O,117,15,20,31,8,test
3608,system,O,117,21,27,31,8,test
3609,includes,O,117,28,36,31,8,test
3610,a,O,117,37,38,31,8,test
3611,battery,B-HARDWARE,117,39,46,31,8,test
3612,bus,I-HARDWARE,117,47,50,31,8,test
3613,between,O,117,51,58,31,8,test
3614,a,O,117,59,60,31,8,test
3615,traction,B-HARDWARE,117,61,69,31,8,test
3616,battery,I-HARDWARE,117,70,77,31,8,test
3617,and,O,117,78,81,31,8,test
3618,voltage,B-HARDWARE,117,82,89,31,8,test
3619,converter,I-HARDWARE,117,90,99,31,8,test
3620,",",O,117,99,100,31,8,test
3621,a,O,117,101,102,31,8,test
3622,high,B-HARDWARE,117,103,107,31,8,test
3623,-,I-HARDWARE,117,107,108,31,8,test
3624,voltage,I-HARDWARE,117,108,115,31,8,test
3625,bus,I-HARDWARE,117,116,119,31,8,test
3626,between,O,117,120,127,31,8,test
3627,the,O,117,128,131,31,8,test
3628,voltage,B-HARDWARE,117,132,139,31,8,test
3629,converter,I-HARDWARE,117,140,149,31,8,test
3630,and,O,117,150,153,31,8,test
3631,an,O,117,154,156,31,8,test
3632,inverter,B-HARDWARE,117,157,165,31,8,test
3633,",",O,117,165,166,31,8,test
3634,and,O,117,167,170,31,8,test
3635,a,O,117,171,172,31,8,test
3636,controller,B-HARDWARE,117,173,183,31,8,test
3637,.,I-HARDWARE,117,183,184,31,8,test
3638,The,O,118,0,3,31,8,test
3639,controller,O,118,4,14,31,8,test
3640,",",O,118,14,15,31,8,test
3641,responsive,O,118,16,26,31,8,test
3642,to,O,118,27,29,31,8,test
3643,a,O,118,30,31,31,8,test
3644,contactor,O,118,32,41,31,8,test
3645,between,B-HARDWARE,118,42,49,31,8,test
3646,the,O,118,50,53,31,8,test
3647,traction,O,118,54,62,31,8,test
3648,battery,B-HARDWARE,118,63,70,31,8,test
3649,and,I-HARDWARE,118,71,74,31,8,test
3650,voltage,O,118,75,82,31,8,test
3651,converter,B-HARDWARE,118,83,92,31,8,test
3652,opening,O,118,93,100,31,8,test
3653,",",O,118,100,101,31,8,test
3654,controls,O,118,102,110,31,8,test
3655,an,B-HARDWARE,118,111,113,31,8,test
3656,engine,O,118,114,120,31,8,test
3657,to,O,118,121,123,31,8,test
3658,maintain,O,118,124,132,31,8,test
3659,a,B-HARDWARE,118,133,134,31,8,test
3660,speed,I-HARDWARE,118,135,140,31,8,test
3661,of,I-HARDWARE,118,141,143,31,8,test
3662,a,I-HARDWARE,118,144,145,31,8,test
3663,generator,O,118,146,155,31,8,test
3664,electrically,O,118,156,168,31,8,test
3665,coupled,O,118,169,176,31,8,test
3666,with,B-HARDWARE,118,177,181,31,8,test
3667,the,O,118,182,185,31,8,test
3668,inverter,O,118,186,194,31,8,test
3669,within,O,118,195,201,31,8,test
3670,a,O,118,202,203,31,8,test
3671,predefined,O,118,204,214,31,8,test
3672,range,O,118,215,220,31,8,test
3673,",",B-HARDWARE,118,220,221,31,8,test
3674,controls,O,118,222,230,31,8,test
3675,the,O,118,231,234,31,8,test
3676,voltage,O,118,235,242,31,8,test
3677,converter,B-HARDWARE,118,243,252,31,8,test
3678,to,I-HARDWARE,118,253,255,31,8,test
3679,drive,O,118,256,261,31,8,test
3680,a,O,118,262,263,31,8,test
3681,measured,O,118,264,272,31,8,test
3682,voltage,O,118,273,280,31,8,test
3683,of,O,118,281,283,31,8,test
3684,the,O,118,284,287,31,8,test
3685,battery,B-FUNCIONALIDADE,118,288,295,31,8,test
3686,bus,I-FUNCIONALIDADE,118,296,299,31,8,test
3687,toward,O,118,300,306,31,8,test
3688,a,O,118,307,308,31,8,test
3689,first,O,118,309,314,31,8,test
3690,commanded,O,118,315,324,31,8,test
3691,value,O,118,325,330,31,8,test
3692,based,B-HARDWARE,118,331,336,31,8,test
3693,on,I-HARDWARE,118,337,339,31,8,test
3694,a,O,118,340,341,31,8,test
3695,first,O,118,342,347,31,8,test
3696,difference,O,118,348,358,31,8,test
3697,between,O,118,359,366,31,8,test
3698,the,O,118,367,370,31,8,test
3699,first,B-HARDWARE,118,371,376,31,8,test
3700,commanded,O,118,377,386,31,8,test
3701,value,O,118,387,392,31,8,test
3702,and,O,118,393,396,31,8,test
3703,measured,O,118,397,405,31,8,test
3704,voltage,O,118,406,413,31,8,test
3705,of,B-FUNCIONALIDADE,118,414,416,31,8,test
3706,the,I-FUNCIONALIDADE,118,417,420,31,8,test
3707,battery,I-FUNCIONALIDADE,118,421,428,31,8,test
3708,bus,I-FUNCIONALIDADE,118,429,432,31,8,test
3709,",",I-FUNCIONALIDADE,118,432,433,31,8,test
3710,and,I-FUNCIONALIDADE,118,434,437,31,8,test
3711,controls,O,118,438,446,31,8,test
3712,the,O,118,447,450,31,8,test
3713,generator,O,118,451,460,31,8,test
3714,to,O,118,461,463,31,8,test
3715,drive,O,118,464,469,31,8,test
3716,a,O,118,470,471,31,8,test
3717,measured,O,118,472,480,31,8,test
3718,voltage,O,118,481,488,31,8,test
3719,of,O,118,489,491,31,8,test
3720,the,O,118,492,495,31,8,test
3721,high,O,118,496,500,31,8,test
3722,-,O,118,500,501,31,8,test
3723,voltage,O,118,501,508,31,8,test
3724,bus,O,118,509,512,31,8,test
3725,toward,O,118,513,519,31,8,test
3726,a,O,118,520,521,31,8,test
3727,second,O,118,522,528,31,8,test
3728,commanded,O,118,529,538,31,8,test
3729,value,O,118,539,544,31,8,test
3730,different,O,118,545,554,31,8,test
3731,than,O,118,555,559,31,8,test
3732,the,O,118,560,563,31,8,test
3733,first,O,118,564,569,31,8,test
3734,commanded,O,118,570,579,31,8,test
3735,value,O,118,580,585,31,8,test
3736,based,O,118,586,591,31,8,test
3737,on,O,118,592,594,31,8,test
3738,the,O,118,595,598,31,8,test
3739,first,O,118,599,604,31,8,test
3740,difference,O,118,605,615,31,8,test
3741,and,O,118,616,619,31,8,test
3742,a,O,118,620,621,31,8,test
3743,second,O,118,622,628,31,8,test
3744,difference,B-FUNCIONALIDADE,118,629,639,31,8,test
3745,between,O,118,640,647,31,8,test
3746,the,O,118,648,651,31,8,test
3747,second,O,118,652,658,31,8,test
3748,commanded,O,118,659,668,31,8,test
3749,value,O,118,669,674,31,8,test
3750,and,O,118,675,678,31,8,test
3751,the,O,118,679,682,31,8,test
3752,measured,B-HARDWARE,118,683,691,31,8,test
3753,voltage,O,118,692,699,31,8,test
3754,of,O,118,700,702,31,8,test
3755,the,O,118,703,706,31,8,test
3756,high,O,118,707,711,31,8,test
3757,-,O,118,711,712,31,8,test
3758,voltage,O,118,712,719,31,8,test
3759,bus,O,118,720,723,31,8,test
3760,.,O,118,723,724,31,8,test
3761,1_67_Devices,O,120,0,12,32,10,validation
3762,",",O,120,12,13,32,10,validation
3763,system,O,120,14,20,32,10,validation
3764,",",O,120,20,21,32,10,validation
3765,and,O,120,22,25,32,10,validation
3766,method,O,120,26,32,32,10,validation
3767,of,O,120,33,35,32,10,validation
3768,vehicular,B-COMUNICAÇÃO,120,36,45,32,10,validation
3769,multiple,I-COMUNICAÇÃO,120,46,54,32,10,validation
3770,-,I-COMUNICAÇÃO,120,54,55,32,10,validation
3771,link,I-COMUNICAÇÃO,120,55,59,32,10,validation
3772,wireless,I-COMUNICAÇÃO,120,60,68,32,10,validation
3773,communication,I-COMUNICAÇÃO,120,69,82,32,10,validation
3774,.,O,120,82,83,32,10,validation
3775,A,O,121,0,1,32,10,validation
3776,vehicular,O,121,2,11,32,10,validation
3777,communication,O,121,12,25,32,10,validation
3778,bonding,O,121,26,33,32,10,validation
3779,unit,O,121,34,38,32,10,validation
3780,creates,B-COMUNICAÇÃO,121,39,46,32,10,validation
3781,a,I-COMUNICAÇÃO,121,47,48,32,10,validation
3782,bonded,I-COMUNICAÇÃO,121,49,55,32,10,validation
3783,wireless,I-COMUNICAÇÃO,121,56,64,32,10,validation
3784,communication,I-COMUNICAÇÃO,121,65,78,32,10,validation
3785,connection,O,121,79,89,32,10,validation
3786,that,B-HARDWARE,121,90,94,32,10,validation
3787,transports,I-HARDWARE,121,95,105,32,10,validation
3788,data,I-HARDWARE,121,106,110,32,10,validation
3789,-,I-HARDWARE,121,110,111,32,10,validation
3790,packets,I-HARDWARE,121,111,118,32,10,validation
3791,of,I-HARDWARE,121,119,121,32,10,validation
3792,a,O,121,122,123,32,10,validation
3793,source,B-FUNCIONALIDADE,121,124,130,32,10,validation
3794,data,I-FUNCIONALIDADE,121,131,135,32,10,validation
3795,-,I-FUNCIONALIDADE,121,135,136,32,10,validation
3796,stream,I-FUNCIONALIDADE,121,136,142,32,10,validation
3797,from,I-FUNCIONALIDADE,121,143,147,32,10,validation
3798,a,I-FUNCIONALIDADE,121,148,149,32,10,validation
3799,remote,I-FUNCIONALIDADE,121,150,156,32,10,validation
3800,server,O,121,157,163,32,10,validation
3801,to,O,121,164,166,32,10,validation
3802,a,O,121,167,168,32,10,validation
3803,vehicular,O,121,169,178,32,10,validation
3804,transceiver,B-FUNCIONALIDADE,121,179,190,32,10,validation
3805,",",I-FUNCIONALIDADE,121,190,191,32,10,validation
3806,by,I-FUNCIONALIDADE,121,192,194,32,10,validation
3807,transporting,O,121,195,207,32,10,validation
3808,the,O,121,208,211,32,10,validation
3809,data,O,121,212,216,32,10,validation
3810,-,O,121,216,217,32,10,validation
3811,packets,O,121,217,224,32,10,validation
3812,over,O,121,225,229,32,10,validation
3813,at,O,121,230,232,32,10,validation
3814,least,O,121,233,238,32,10,validation
3815,two,B-SOFTWARE,121,239,242,32,10,validation
3816,wireless,O,121,243,251,32,10,validation
3817,communication,O,121,252,265,32,10,validation
3818,links,B-HARDWARE,121,266,271,32,10,validation
3819,.,I-HARDWARE,121,271,272,32,10,validation
3820,The,O,122,0,3,32,10,validation
3821,vehicular,O,122,4,13,32,10,validation
3822,communication,O,122,14,27,32,10,validation
3823,bonding,O,122,28,35,32,10,validation
3824,unit,B-COMUNICAÇÃO,122,36,40,32,10,validation
3825,utilizes,I-COMUNICAÇÃO,122,41,49,32,10,validation
3826,a,I-COMUNICAÇÃO,122,50,51,32,10,validation
3827,vehicular,I-COMUNICAÇÃO,122,52,61,32,10,validation
3828,cellular,I-COMUNICAÇÃO,122,62,70,32,10,validation
3829,transceiver,I-COMUNICAÇÃO,122,71,82,32,10,validation
3830,to,O,122,83,85,32,10,validation
3831,receive,B-HARDWARE,122,86,93,32,10,validation
3832,a,I-HARDWARE,122,94,95,32,10,validation
3833,first,I-HARDWARE,122,96,101,32,10,validation
3834,batch,I-HARDWARE,122,102,107,32,10,validation
3835,of,I-HARDWARE,122,108,110,32,10,validation
3836,the,I-HARDWARE,122,111,114,32,10,validation
3837,data,I-HARDWARE,122,115,119,32,10,validation
3838,-,I-HARDWARE,122,119,120,32,10,validation
3839,packets,O,122,120,127,32,10,validation
3840,over,B-FUNCIONALIDADE,122,128,132,32,10,validation
3841,a,I-FUNCIONALIDADE,122,133,134,32,10,validation
3842,first,I-FUNCIONALIDADE,122,135,140,32,10,validation
3843,cellular,I-FUNCIONALIDADE,122,141,149,32,10,validation
3844,communication,O,122,150,163,32,10,validation
3845,link,O,122,164,168,32,10,validation
3846,that,O,122,169,173,32,10,validation
3847,connects,O,122,174,182,32,10,validation
3848,between,B-FUNCIONALIDADE,122,183,190,32,10,validation
3849,the,I-FUNCIONALIDADE,122,191,194,32,10,validation
3850,vehicular,O,122,195,204,32,10,validation
3851,cellular,O,122,205,213,32,10,validation
3852,transceiver,O,122,214,225,32,10,validation
3853,and,O,122,226,229,32,10,validation
3854,the,O,122,230,233,32,10,validation
3855,remote,B-SOFTWARE,122,234,240,32,10,validation
3856,server,I-SOFTWARE,122,241,247,32,10,validation
3857,.,O,122,247,248,32,10,validation
3858,The,O,123,0,3,32,10,validation
3859,vehicular,O,123,4,13,32,10,validation
3860,communication,O,123,14,27,32,10,validation
3861,bonding,O,123,28,35,32,10,validation
3862,unit,B-COMUNICAÇÃO,123,36,40,32,10,validation
3863,further,I-COMUNICAÇÃO,123,41,48,32,10,validation
3864,utilizes,I-COMUNICAÇÃO,123,49,57,32,10,validation
3865,least,I-COMUNICAÇÃO,123,58,63,32,10,validation
3866,one,I-COMUNICAÇÃO,123,64,67,32,10,validation
3867,end,I-COMUNICAÇÃO,123,68,71,32,10,validation
3868,-,I-COMUNICAÇÃO,123,71,72,32,10,validation
3869,user,I-COMUNICAÇÃO,123,72,76,32,10,validation
3870,device,O,123,77,83,32,10,validation
3871,",",O,123,83,84,32,10,validation
3872,of,O,123,85,87,32,10,validation
3873,an,B-HARDWARE,123,88,90,32,10,validation
3874,occupant,I-HARDWARE,123,91,99,32,10,validation
3875,of,I-HARDWARE,123,100,102,32,10,validation
3876,a,I-HARDWARE,123,103,104,32,10,validation
3877,vehicle,I-HARDWARE,123,105,112,32,10,validation
3878,",",I-HARDWARE,123,112,113,32,10,validation
3879,to,I-HARDWARE,123,114,116,32,10,validation
3880,receive,O,123,117,124,32,10,validation
3881,a,B-FUNCIONALIDADE,123,125,126,32,10,validation
3882,second,I-FUNCIONALIDADE,123,127,133,32,10,validation
3883,batch,I-FUNCIONALIDADE,123,134,139,32,10,validation
3884,of,I-FUNCIONALIDADE,123,140,142,32,10,validation
3885,the,I-FUNCIONALIDADE,123,143,146,32,10,validation
3886,data,I-FUNCIONALIDADE,123,147,151,32,10,validation
3887,-,I-FUNCIONALIDADE,123,151,152,32,10,validation
